timestamp,latitude,longitude
0.0000,55.84292,-4.430216
1.4203,55.84292,-4.430208
2.8401,55.84292,-4.430218
4.2000,55.84291,-4.430227
5.6914,55.84293,-4.43024
6.9682,55.84292,-4.430245
8.3884,55.84292,-4.430252
9.8079,55.84291,-4.430255
11.2270,55.84291,-4.430255
12.6464,55.84291,-4.430255
14.0659,55.84291,-4.430255
15.4874,55.84291,-4.430255
16.9056,55.84291,-4.430255
18.3585,55.84291,-4.430255
19.8131,55.84291,-4.430255
21.2650,55.84291,-4.430255
22.6824,55.84291,-4.430255
