timestamp,co2_emissions (PPM),drive_mode,engine_exhaust_flow_rate (Kg/h),engine_fuel_rate (l/min),engine_mode,engine_speed (rpm),execute_engine_power (KW),mass_air_flow (g/min),vehicle_speed (MPH),
231.0004,0.000879958464,1.0,0.0,0.0,0.0,0.0,0.0,25.8,30.24006468888358,
232.0004,0.000879958464,1.0,0.0,0.0,0.0,0.0,0.0,25.8,29.618693496646255,
233.0005,0.0008749586999999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,28.790198573663144,
234.0004,0.0008849582279999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,27.961703650680032,
235.0004,0.000879958464,1.0,0.0,0.0,0.0,0.0,0.0,25.8,25.68334261247647,
236.0004,0.000889957992,1.0,0.0,0.0,0.0,0.0,0.0,25.8,23.404981574272913,
237.0004,0.0009149568119999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,21.33374426681513,
238.0004,0.000914956812,1.0,0.0,0.0,0.0,0.0,0.0,25.8,18.64113576712002,
239.0004,0.0009049572839999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,15.534279805933346,
240.0005,0.0009099570479999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,13.877289959967124,
241.0005,0.00097495398,1.0,0.0,0.0,0.0,0.0,0.0,25.8,13.25591876772979,
242.0004,0.0009799537439999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,13.877289959967124,
243.0005,0.0009599546879999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,15.327156075187569,
244.0005,0.0009349558679999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,17.60551711339113,
245.0005,0.0009149568119999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,19.67675442084891,
246.0005,0.0008849582280000001,1.0,0.0,0.0,0.0,0.0,0.0,25.8,22.990734112781354,
247.0005,0.0008699589359999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,25.68334261247647,
248.0005,0.0008699589359999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,27.340332458442692,
249.0005,0.000844960116,1.0,0.0,0.0,0.0,0.0,0.0,25.8,28.58307484291736,
250.0005,0.0008699589359999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,29.825817227392026,
251.0005,0.0008749587,1.0,0.0,0.0,0.0,0.0,0.0,25.8,30.654312150375137,
252.0005,0.0008799584639999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,31.068559611866693,
253.0005,0.00094995516,1.0,0.0,0.0,0.0,0.0,0.0,25.8,31.068559611866693,
254.0005,0.000954954924,1.0,0.0,0.0,0.0,0.0,0.0,25.8,30.03294095813781,
255.0005,0.0009599546879999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,27.133208727696914,
256.0005,0.000954954924,1.0,0.0,0.0,0.0,0.0,0.0,25.8,23.40498157427291,
257.0005,0.000939955632,1.0,0.0,0.0,0.0,0.0,0.0,25.8,20.298125613086242,
258.0005,0.0009449553960000001,1.0,0.0,0.0,0.0,0.0,0.0,25.8,16.77702219040802,
259.0005,0.0009349558680000001,1.0,0.0,0.0,0.0,0.0,0.0,25.8,13.25591876772979,
260.0005,0.000929956104,1.0,0.0,0.0,0.0,0.0,0.0,25.8,8.699196691322676,
261.0004,0.0008999575200000001,1.0,0.0,0.0,0.0,0.0,0.0,25.8,5.178093268644449,
262.0005,0.000904957284,1.0,0.0,0.0,0.0,0.0,0.0,25.8,2.899732230440892,
263.0004,0.0009249563399999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,2.485484768949336,
264.0005,0.0009249563399999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,1.8641135767120016,
265.0005,0.0009149568119999998,1.0,0.0,0.0,0.0,0.0,0.0,25.8,1.8641135767120016,
266.0004,0.000864959172,1.0,0.0,0.0,0.0,0.0,0.0,25.8,1.242742384474668,
267.0005,0.000829960824,1.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,
268.0005,0.0008099617679999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,
269.0005,0.0008349605880000001,1.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,
270.0005,0.0008649591719999999,1.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,
