timestamp,vehicle_speed (MPH),engine_fuel_rate (l/min),engine_exhaust_flow_rate (Kg/h),mass_air_flow (g/min),execute_engine_power (KW),engine_speed (rpm),drive_mode,ev_mode_status,hybrid_battery_soc (%),hybrid_battery_voltage (V),hybrid_battery_current (A),engine_mode,motor_revolution (rpm),motor_torque (Nm),fuel_input_volume (US Gallons),co2_emissions (PPM),distance_travelled_since_startup (miles),fuel_economy (MPG), motor_power_delivered (KW),
0.1708,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,0.0,8.982826948480847,98310,0,0,0.0,
0.3298,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,1,-0.125,8.982826948480847,102860,0,0,-1.3091746962714705e-05,
0.4798,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,-1,-0.125,8.982826948480847,106600,0,0,1.3091746962714705e-05,
0.6393,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,-1,0.0,8.982826948480847,111040,0,0,-0.0,
0.8009,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,0.0,8.982826948480847,114890,0,0,0.0,
0.9693,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,-0.125,8.982826948480847,118370,0,0,-0.0,
1.1308,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,1,0.0,8.982826948480847,121650,0,0,0.0,
1.2899,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-2,0.0,8.982826948480847,124520,0,0,-0.0,
1.4308,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,-1,-0.125,8.982826948480847,126880,0,0,1.3091746962714705e-05,
1.5817,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-1,-0.125,8.982826948480847,128780,0,0,1.3091746962714705e-05,
1.7402,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,0.0,8.982826948480847,130320,0,0,0.0,
1.8928,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,0.0,8.982826948480847,130920,0,0,0.0,
2.0488,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,-0.125,8.982826948480847,130940,0,0,-0.0,
2.1988,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,1,0.0,8.982826948480847,130200,0,0,0.0,
2.3609,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,-0.125,8.982826948480847,129080,0,0,-0.0,
2.5201,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,1,-0.125,8.982826948480847,126330,0,0,-1.3091746962714705e-05,
2.6698,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,-1,-0.125,8.982826948480847,123080,0,0,1.3091746962714705e-05,
2.8288,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,-1,0.0,8.982826948480847,118440,0,0,-0.0,
2.9911,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,-0.125,8.982826948480847,113370,0,0,-0.0,
3.1288,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-2,-0.125,8.982826948480847,109010,0,0,2.618349392542941e-05,
3.2795,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,0,-0.125,8.982826948480847,104440,0,0,-0.0,
3.4409,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,2,0.0,8.982826948480847,99680,0,0,0.0,
3.5998,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,0,0.0,8.982826948480847,94950,0,0,0.0,
3.7503,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-1,-0.125,8.982826948480847,91250,0,0,1.3091746962714705e-05,
3.9119,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,1,-0.125,8.982826948480847,87260,0,0,-1.3091746962714705e-05,
4.0592,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,-0.125,8.982826948480847,84150,0,0,-0.0,
4.2212,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-1,-0.125,8.982826948480847,80570,0,0,1.3091746962714705e-05,
4.3708,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,0,-0.125,8.982826948480847,77570,0,0,-0.0,
4.5299,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,3,-0.125,8.982826948480847,74330,0,0,-3.9275240888144114e-05,
4.6709,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,1,0.875,8.982826948480847,71630,0,0,9.164222873900293e-05,
4.8209,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,25,2.0,8.982826948480847,69040,0,0,0.005236698785085882,
4.9802,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,5,6.0,8.982826948480847,66320,0,0,0.003142019271051529,
5.1208,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.9,0,14,16.375,8.982826948480847,64050,0,0,0.02401026392961877,
5.2799,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.2000000000000002,0,2,20.125,8.982826948480847,61500,0,0,0.0042155425219941355,
5.4509,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.9000000000000001,0,11,22.875,8.982826948480847,59290,0,0,0.0263536866359447,
5.6102,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.9000000000000001,0,6,27.5,8.982826948480847,56960,0,0,0.017281105990783408,
5.7688,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.2,0,14,29.375,8.982826948480847,54950,0,0,0.043071847507331375,
5.9194,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.2,0,21,28.875,8.982826948480847,53250,0,0,0.06350806451612903,
6.0688,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.2,0,39,27.625,8.982826948480847,51730,0,0,0.11283776707163803,
6.2188,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.5,0,58,25.25,8.982826948480847,50080,0,0,0.15338290741516547,
6.3688,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.9000000000000004,0,79,26.25,8.982826948480847,48720,0,0,0.21719208211143695,
6.5099,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.4000000000000004,0,94,23.25,8.982826948480847,47460,0,0,0.22889610389610388,
6.6599,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,3.0,0,113,24.125,8.982826948480847,46130,0,0,0.28551790950984496,
6.8188,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,3.0,0,128,23.75,8.982826948480847,44780,0,0,0.31839128613322165,
6.9812,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.8000000000000003,0,144,23.0,8.982826948480847,43520,0,0,0.3468789275240888,
7.1400,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.8000000000000003,0,159,23.0,8.982826948480847,42310,0,0,0.3830121491411814,
7.3109,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.6,0,179,22.25,8.982826948480847,41210,0,0,0.4171292417260159,
7.4703,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.9000000000000004,0,195,22.25,8.982826948480847,40060,0,0,0.4544145370758274,
7.6198,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.9000000000000004,0,212,20.875,8.982826948480847,39150,0,0,0.4635002094679514,
7.7611,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.2,0,218,20.875,8.982826948480847,38270,0,0,0.47661813992459157,
7.9201,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.8000000000000003,0,214,20.5,8.982826948480847,37360,0,0,0.45946795140343527,
8.0824,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,2.8000000000000003,0,205,21.0,8.982826948480847,36470,0,0,0.4508797653958944,
8.2319,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.8000000000000003,0,190,20.625,8.982826948480847,35720,0,0,0.410426267281106,
8.3908,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,4.1000000000000005,0,170,22.25,8.982826948480847,34830,0,0,0.39615626309174695,
8.5502,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.8000000000000003,0,175,21.625,8.982826948480847,34040,0,0,0.3963526392961877,
8.7208,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,3.0,0,190,21.375,8.982826948480847,33260,0,0,0.42535085881860074,
8.8803,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,3.7,0,228,29.125,8.982826948480847,32610,0,0,0.695485965647256,
9.0420,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,7.2,0,292,52.25,8.982826948480847,31890,0,0,1.597926267281106,
9.1925,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,10.3,0,337,65.125,8.982826948480847,31340,0,0,2.2986096564725598,
9.3509,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,349.0,12.700000000000001,0,403,68.25,8.982826948480847,30720,0,0,2.880681818181818,
9.5011,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,349.0,14.100000000000001,0,490,69.625,8.982826948480847,30110,0,0,3.5731304985337244,
9.6601,2.485484768949336,0.0,0.0,25.8,0.0,0.0,1,129,56.84,349.0,15.100000000000001,0,557,70.0,8.982826948480847,29520,0,0,4.083577712609971,
9.8189,2.485484768949336,0.0,0.0,25.8,0.0,0.0,1,129,56.84,349.0,17.2,0,640,71.0,8.982826948480847,28960,0,0,4.75911185588605,
9.9604,2.485484768949336,0.0,0.0,25.8,0.0,0.0,1,129,56.84,349.0,18.6,0,701,67.0,8.982826948480847,28440,0,0,4.919040636782572,
10.1129,3.7282271534240037,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,19.5,0,771,66.125,8.982826948480847,28000,0,0,5.339586824465857,
10.2689,3.7282271534240037,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,20.6,0,836,63.625,8.982826948480847,27500,0,0,5.570852534562212,
10.4189,3.7282271534240037,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,21.900000000000002,0,909,63.0,8.982826948480847,27070,0,0,5.997800586510264,
10.5808,3.7282271534240037,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,21.200000000000003,0,976,63.0,8.45442536327609,26650,0,0,6.439882697947215,
10.7398,4.970969537898672,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,25.1,0,1057,62.25,8.45442536327609,26230,0,0,6.891312316715543,
10.8902,4.970969537898672,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,23.3,0,1121,59.125,8.45442536327609,25870,0,0,6.941676267281106,
11.0491,6.2137119223733395,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,25.6,0,1177,58.875,8.45442536327609,25520,0,0,7.257632488479263,
11.2109,6.2137119223733395,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,25.6,0,1236,62.25,8.45442536327609,25210,0,0,8.058336824465856,
11.3581,6.2137119223733395,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,27.6,0,1305,58.5,8.45442536327609,24930,0,0,7.995653540008378,
11.4991,7.456454306848007,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,28.3,0,1365,58.75,8.45442536327609,24740,0,0,8.399010263929618,
11.6612,7.456454306848007,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,29.1,0,1420,57.25,8.45442536327609,24500,0,0,8.514348554671134,
11.8109,7.456454306848007,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,29.900000000000002,0,1473,58.75,8.45442536327609,24350,0,0,9.063547339757017,
11.9702,7.456454306848007,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,30.0,0,1532,58.5,8.45442536327609,24160,0,0,9.386468370339339,
12.1199,8.07782549908534,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,31.5,0,1597,56.75,8.45442536327609,24040,0,0,9.492014034352744,
12.2788,8.07782549908534,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,30.8,0,1640,51.0,8.45442536327609,23890,0,0,8.759949727691662,
12.4409,9.32056788356001,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,20.6,0,1685,34.25,8.45442536327609,23740,0,0,6.044328655215752,
12.5912,9.32056788356001,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,17.5,0,1706,29.625,8.45442536327609,23650,0,0,5.293281315458735,
12.7499,9.32056788356001,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,15.8,0,1725,26.125,8.45442536327609,23500,0,0,4.719902073732719,
12.8914,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,349.0,15.200000000000001,0,1749,25.375,8.45442536327609,23330,0,0,4.648185483870968,
13.0409,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,349.0,15.100000000000001,0,1756,25.75,8.45442536327609,23180,0,0,4.735756179304566,
13.2001,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,15.5,0,1784,27.125,8.45442536327609,22980,0,0,5.068181818181818,
13.3499,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,16.7,0,1813,26.875,8.45442536327609,22860,0,0,5.103097507331379,
13.5303,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,15.8,0,1831,24.375,8.45442536327609,22740,0,0,4.674342794302472,
13.6800,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,5.1000000000000005,0,1819,4.125,8.45442536327609,22650,0,0,0.7858582949308756,
13.8422,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,0.7000000000000001,0,1820,-0.75,7.661822985468957,22540,0,0,-0.1429618768328446,
14.0012,10.563310268034677,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58983.4,0,1824,-5.25,7.661822985468957,22390,0,0,-1.002932551319648,
14.1513,10.563310268034677,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58985.7,0,1784,-12.0,7.661822985468957,22280,0,0,-2.2421449518223713,
14.3101,10.563310268034677,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58987.7,0,1777,-14.5,7.661822985468957,22190,0,0,-2.6986279849183075,
14.4688,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58988.7,0,1728,-18.25,7.661822985468957,22100,0,0,-3.3028906577293675,
14.6311,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,352.0,-58993.4,0,1667,-30.875,7.661822985468957,22040,0,0,-5.390513720150817,
14.7809,9.941939075797343,0.0,0.0,25.8,0.0,0.0,1,129,56.84,352.0,-58999.3,0,1609,-43.125,7.661822985468957,21990,0,0,-7.267294197737746,
14.9401,9.32056788356001,0.0,0.0,25.8,0.0,0.0,1,129,56.84,353.0,-59000.6,0,1544,-46.375,7.661822985468957,21900,0,0,-7.499266862170088,
15.0905,9.32056788356001,0.0,0.0,25.8,0.0,0.0,1,129,56.84,353.0,-59000.3,0,1476,-47.25,7.661822985468957,21810,0,0,-7.304252199413489,
15.2490,9.32056788356001,0.0,0.0,25.8,0.0,0.0,1,129,56.84,353.0,-58999.7,0,1390,-50.625,7.661822985468957,21700,0,0,-7.369998952660243,
15.3902,8.07782549908534,0.0,0.0,25.8,0.0,0.0,1,129,56.84,353.0,-58999.8,0,1295,-54.0,7.661822985468957,21670,0,0,-7.3240469208211145,
15.5399,8.07782549908534,0.0,0.0,25.8,0.0,0.0,1,129,56.84,353.0,-58998.7,0,1219,-55.25,7.661822985468957,21590,0,0,-7.053807080016757,
15.6991,8.07782549908534,0.0,0.0,25.8,0.0,0.0,1,129,56.84,353.0,-58998.2,0,1115,-55.125,7.661822985468957,21450,0,0,-6.437408357771261,
15.8609,6.835083114610674,0.0,0.0,25.8,0.0,0.0,1,129,56.84,352.0,-58995.9,0,1027,-54.5,7.661822985468957,21310,0,0,-5.862117720988689,
16.0200,6.835083114610674,0.0,0.0,25.8,0.0,0.0,1,129,56.84,352.0,-58992.7,0,932,-44.625,7.661822985468957,21170,0,0,-4.355938416422288,
16.1911,6.835083114610674,0.0,0.0,25.8,0.0,0.0,1,129,56.84,352.0,-58989.8,0,875,-31.25,7.661822985468957,21000,0,0,-2.8638196480938416,
16.3322,4.970969537898672,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58986.8,0,788,-26.875,7.661822985468957,20890,0,0,-2.2180037704231252,
16.4909,4.970969537898672,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58985.5,0,735,-25.625,7.661822985468957,20730,0,0,-1.972598973607038,
16.6408,4.970969537898672,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58984.9,0,683,-26.625,7.661822985468957,20620,0,0,-1.9045742563887724,
16.7819,3.7282271534240037,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58984.0,0,644,-20.75,7.661822985468957,20480,0,0,-1.3995601173020527,
16.9203,3.7282271534240037,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58983.4,0,607,-16.75,7.661822985468957,20380,0,0,-1.0648565144532887,
17.0828,3.7282271534240037,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58982.7,0,558,-12.25,10.039630118890358,20240,0,0,-0.7159090909090908,
17.2289,3.1068559611866697,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58982.1,0,506,-9.125,10.039630118890358,20110,0,0,-0.4835829493087558,
17.3910,3.1068559611866697,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,-58981.6,0,466,-5.875,10.039630118890358,19970,0,0,-0.28673544197737744,
17.5498,3.1068559611866697,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,404,-1.375,10.039630118890358,19790,0,0,-0.05817972350230415,
17.7118,3.1068559611866697,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,362,0.625,10.039630118890358,19600,0,0,0.023696062002513615,
17.8624,3.1068559611866697,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.8,0,274,4.625,10.039630118890358,19500,0,0,0.13272413070800165,
18.0209,3.1068559611866697,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,1.7000000000000002,0,194,7.25,10.039630118890358,19340,0,0,0.14730833682446587,
18.1710,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.5,0,118,8.0,10.039630118890358,19230,0,0,0.09886887306242144,
18.3299,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.4000000000000001,0,34,8.625,10.039630118890358,19150,0,0,0.030713238374528697,
18.4893,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.3,0,-10,7.25,10.039630118890358,19040,0,0,-0.007593213238374528,
18.6390,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.3,0,-1,6.625,10.039630118890358,18960,0,0,-0.0006938625890238793,
18.7801,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.4000000000000001,0,2,7.625,10.039630118890358,18880,0,0,0.001597193129451194,
18.9306,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,1.4000000000000001,0,-6,6.5,10.039630118890358,18830,0,0,-0.004084625052366988,
19.0891,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.7000000000000001,0,-9,2.75,10.039630118890358,18730,0,0,-0.0025921658986175116,
19.2509,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,-2,-0.25,10.039630118890358,18670,0,0,5.236698785085882e-05,
19.3888,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.7000000000000001,0,-5,-2.125,10.039630118890358,18650,0,0,0.0011127984918307499,
19.5603,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,-16,-2.25,10.039630118890358,18590,0,0,0.003770423125261835,
19.7191,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.7000000000000001,0,-1,-2.125,10.039630118890358,18570,0,0,0.00022255969836614998,
19.8784,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,2,-2.0,10.039630118890358,18540,0,0,-0.00041893590280687055,
20.0488,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.7000000000000001,0,1,-1.5,10.039630118890358,18460,0,0,-0.00015710096355257646,
20.2109,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,10,-0.25,9.379128137384413,18380,0,0,-0.0002618349392542941,
20.3704,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,-1,0.125,9.379128137384413,18330,0,0,-1.3091746962714705e-05,
20.5198,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,2,-0.875,9.379128137384413,18260,0,0,-0.00018328445747800586,
20.6792,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.7000000000000001,0,-1,-1.0,9.379128137384413,18180,0,0,0.00010473397570171764,
20.8409,1.8641135767120018,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.7000000000000001,0,-2,-1.0,9.379128137384413,18160,0,0,0.00020946795140343527,
21.0001,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,2,-0.125,9.379128137384413,18080,0,0,-2.618349392542941e-05,
21.1619,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,0,-0.125,9.379128137384413,18030,0,0,-0.0,
21.3311,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,-2,0.0,9.379128137384413,17960,0,0,-0.0,
21.5014,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,0,-0.125,9.379128137384413,17880,0,0,-0.0,
21.6599,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,-0.125,9.379128137384413,17860,0,0,-0.0,
21.8189,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-1,-0.125,9.379128137384413,17780,0,0,1.3091746962714705e-05,
21.9705,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,-0.125,9.379128137384413,17730,0,0,-0.0,
22.1310,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,1,0.0,9.379128137384413,17730,0,0,0.0,
22.2929,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,0,-0.125,9.379128137384413,17710,0,0,-0.0,
22.4609,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-1,-0.125,9.379128137384413,17680,0,0,1.3091746962714705e-05,
22.6411,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,-1,-0.125,9.379128137384413,17660,0,0,1.3091746962714705e-05,
22.8001,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-1,-0.125,9.379128137384413,17580,0,0,1.3091746962714705e-05,
22.9690,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,-3,-0.125,9.379128137384413,17530,0,0,3.9275240888144114e-05,
23.1298,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,1,-0.125,9.379128137384413,17480,0,0,-1.3091746962714705e-05,
23.3098,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.30000000000000004,0,-1,-0.125,9.379128137384413,17390,0,0,1.3091746962714705e-05,
23.4809,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,0,-0.125,9.114927344782036,17260,0,0,-0.0,
23.6399,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,0,-0.125,9.114927344782036,17140,0,0,-0.0,
23.7991,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.6000000000000001,0,0,-0.125,9.114927344782036,17020,0,0,-0.0,
23.9701,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,351.0,0.4,0,4,1.25,9.114927344782036,16870,0,0,0.0005236698785085882,
24.1501,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,6.1000000000000005,0,16,21.625,9.114927344782036,16700,0,0,0.0362379555927943,
24.3118,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.2,0,14,27.5,9.114927344782036,16580,0,0,0.04032258064516129,
24.4709,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,2.5,0,37,33.0,9.114927344782036,16440,0,0,0.12788018433179724,
24.6304,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,350.0,7.2,0,152,77.25,9.114927344782036,16340,0,0,1.2297863426895685,
24.8009,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,349.0,14.4,0,212,114.875,9.114927344782036,16220,0,0,2.5506388772517803,
24.9600,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,348.0,21.400000000000002,0,341,127.0,9.114927344782036,16100,0,0,4.535714285714286,
25.1189,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,347.0,31.5,0,487,130.25,9.114927344782036,16010,0,0,6.643459363217428,
25.2809,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,346.0,37.7,0,650,127.5,9.114927344782036,15920,0,0,8.67982823627985,
25.4491,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,346.0,41.300000000000004,0,799,122.875,9.114927344782036,15820,0,0,10.282480624214495,
25.6109,0.0,0.0,0.0,25.8,0.0,0.0,1,129,56.84,345.0,41.6,0,943,126.25,9.114927344782036,15760,0,0,12.468972559698367,
25.7789,4.349598345661338,0.0,0.0,25.8,0.0,0.0,1,129,56.84,344.0,46.2,0,1094,123.75,9.114927344782036,15670,0,0,14.179147465437786,
25.9409,4.349598345661338,0.0,0.0,25.8,0.0,0.0,1,129,56.84,344.0,53.900000000000006,0,1259,114.75,9.114927344782036,15600,0,0,15.130943653121072,
26.1001,4.349598345661338,0.0,0.0,25.8,0.0,0.0,1,129,56.84,344.0,53.800000000000004,0,1373,100.5,9.114927344782036,15480,0,0,14.451874738165062,
